3.07062, 0
0, 0, 0, 1, 0
0.017696, 0.0144802, -0.00114292, 0.984298, -0.003269
0.0353921, 0.0287232, -0.00235205, 0.968575, -0.00643036
0.0530881, 0.0427258, -0.003626, 0.952834, -0.00948399
0.0707842, 0.0564913, -0.00496198, 0.937073, -0.012428
0.0884802, 0.0700178, -0.00635834, 0.921294, -0.0152621
0.106176, 0.0833047, -0.00781292, 0.905497, -0.0179854
0.123872, 0.0963513, -0.00932358, 0.889682, -0.0205972
0.141568, 0.109158, -0.0108885, 0.873851, -0.0230966
0.159264, 0.121723, -0.0125053, 0.858003, -0.0254829
0.17696, 0.134048, -0.0141717, 0.84214, -0.0277549
0.194656, 0.146132, -0.0158858, 0.82626, -0.0299119
0.212352, 0.157973, -0.0176454, 0.810367, -0.0319536
0.230048, 0.169573, -0.0194481, 0.794459, -0.0338787
0.247745, 0.18093, -0.021292, 0.778538, -0.0356865
0.265441, 0.192045, -0.0231746, 0.762604, -0.0373761
0.283137, 0.202917, -0.0250937, 0.746658, -0.0389471
0.300833, 0.213546, -0.0270475, 0.7307, -0.0403985
0.318529, 0.223932, -0.0290329, 0.714731, -0.0417292
0.336225, 0.234072, -0.0310486, 0.698753, -0.0429393
0.353921, 0.24397, -0.0330913, 0.682764, -0.0440271
0.371617, 0.253623, -0.0351596, 0.666767, -0.0449927
0.389313, 0.263031, -0.0372509, 0.650763, -0.0458349
0.407009, 0.272194, -0.0393624, 0.634751, -0.0465531
0.424705, 0.281113, -0.0414919, 0.618731, -0.0471465
0.442401, 0.289785, -0.0436376, 0.602707, -0.0476146
0.460097, 0.298213, -0.0457965, 0.586677, -0.0479566
0.477793, 0.306394, -0.0479664, 0.570643, -0.048172
0.495489, 0.31433, -0.0501448, 0.554606, -0.0482599
0.513185, 0.322019, -0.05233, 0.538566, -0.0482198
0.530881, 0.329462, -0.0545183, 0.522525, -0.0480513
0.548577, 0.336658, -0.0567084, 0.506482, -0.0477534
0.566273, 0.343608, -0.058897, 0.49044, -0.0473259
0.583969, 0.350311, -0.0610823, 0.474398, -0.0467677
0.601665, 0.356766, -0.0632617, 0.458359, -0.0460789
0.619361, 0.362974, -0.0654322, 0.442321, -0.0452586
0.637057, 0.368935, -0.0675917, 0.426288, -0.0443063
0.654753, 0.374648, -0.0697378, 0.410259, -0.0432217
0.672449, 0.380115, -0.0718678, 0.394235, -0.0420039
0.690145, 0.385333, -0.073979, 0.378218, -0.040653
0.707842, 0.390303, -0.0760692, 0.362208, -0.0391682
0.725538, 0.395026, -0.0781356, 0.346206, -0.037549
0.743234, 0.399501, -0.0801761, 0.330213, -0.0357952
0.76093, 0.403728, -0.0821873, 0.314231, -0.0339065
0.778626, 0.407707, -0.0841675, 0.29826, -0.0318824
0.796322, 0.411438, -0.0861137, 0.282301, -0.0297226
0.814018, 0.414922, -0.0880232, 0.266355, -0.0274265
0.831714, 0.418157, -0.0898939, 0.250424, -0.0249943
0.84941, 0.421144, -0.091723, 0.234508, -0.0224258
0.867106, 0.423884, -0.0935077, 0.218608, -0.0197201
0.884802, 0.426376, -0.0952454, 0.202726, -0.0168776
0.902498, 0.42862, -0.0969339, 0.186862, -0.0138977
0.920194, 0.430616, -0.0985703, 0.171018, -0.0107807
0.93789, 0.432365, -0.100152, 0.155194, -0.00752592
0.955586, 0.433866, -0.101676, 0.139391, -0.00413361
0.973282, 0.43512, -0.103141, 0.123612, -0.000603735
0.990978, 0.436126, -0.104542, 0.107856, 0.0030641
1.00867, 0.436886, -0.105879, 0.0921246, 0.00686988
1.02637, 0.437399, -0.107149, 0.0764195, 0.0108133
1.04407, 0.437665, -0.108347, 0.0607409, 0.0148946
1.06176, 0.437684, -0.109473, 0.0450905, 0.0191137
1.07946, 0.437458, -0.110524, 0.0294693, 0.0234705
1.09715, 0.436985, -0.111496, 0.013878, 0.0279651
1.11485, 0.436266, -0.112387, -0.00168204, 0.0325969
1.13255, 0.435302, -0.113196, -0.0172095, 0.0373662
1.15024, 0.434093, -0.113918, -0.0327039, 0.0422728
1.16794, 0.432638, -0.114552, -0.0481637, 0.0473163
1.18563, 0.430939, -0.115094, -0.063588, 0.0524964
1.20333, 0.428996, -0.115543, -0.0789759, 0.0578133
1.22103, 0.426809, -0.115896, -0.094326, 0.0632664
1.23872, 0.424377, -0.11615, -0.109638, 0.0688552
1.25642, 0.421704, -0.116302, -0.12491, 0.07458
1.27411, 0.418786, -0.116351, -0.140141, 0.0804397
1.29181, 0.415626, -0.116293, -0.15533, 0.0864341
1.30951, 0.412225, -0.116126, -0.170477, 0.0925634
1.3272, 0.408582, -0.115848, -0.185579, 0.0988262
1.3449, 0.404698, -0.115455, -0.200637, 0.105223
1.36259, 0.400572, -0.114947, -0.215649, 0.111753
1.38029, 0.396207, -0.114319, -0.230615, 0.118415
1.39799, 0.391602, -0.11357, -0.245532, 0.125209
1.41568, 0.386758, -0.112696, -0.260401, 0.132135
