3.07062, 0
1.43338, 0.381676, -0.111696, -0.27522, 0.139191
1.45108, 0.376354, -0.110568, -0.289988, 0.146378
1.46877, 0.370796, -0.109308, -0.304705, 0.153694
1.48647, 0.365001, -0.107914, -0.31937, 0.16114
1.50416, 0.35897, -0.106384, -0.333981, 0.168714
1.52186, 0.352703, -0.104717, -0.348538, 0.176415
1.53956, 0.346201, -0.102907, -0.363039, 0.184243
1.55725, 0.339464, -0.100955, -0.377485, 0.192198
1.57495, 0.332493, -0.0988573, -0.391874, 0.200277
1.59264, 0.32529, -0.0966118, -0.406205, 0.208482
1.61034, 0.317855, -0.094216, -0.420478, 0.21681
1.62804, 0.310187, -0.0916674, -0.434691, 0.225261
1.64573, 0.302289, -0.0889642, -0.448844, 0.233835
1.66343, 0.29416, -0.0861045, -0.462937, 0.24253
1.68112, 0.285802, -0.0830849, -0.476968, 0.251345
1.69882, 0.277215, -0.079904, -0.490936, 0.26028
1.71652, 0.268401, -0.0765596, -0.504842, 0.269334
1.73421, 0.259359, -0.0730492, -0.518684, 0.278505
1.75191, 0.250091, -0.0693705, -0.532462, 0.287794
1.76509, 0.244373, -0.0659731, -0.527155, 0.299794
1.77828, 0.238724, -0.0624161, -0.521846, 0.311791
1.79147, 0.233145, -0.0586997, -0.516536, 0.323786
1.80466, 0.227634, -0.0548238, -0.511226, 0.335779
1.81784, 0.222193, -0.0507887, -0.505913, 0.347769
1.83103, 0.216821, -0.046594, -0.500599, 0.359756
1.84422, 0.211518, -0.0422399, -0.495284, 0.371741
1.8574, 0.206284, -0.0377266, -0.489967, 0.383723
1.87059, 0.20112, -0.0330537, -0.484649, 0.395701
1.88378, 0.196024, -0.0282215, -0.479329, 0.407677
1.89697, 0.190998, -0.0232298, -0.474007, 0.419649
1.91015, 0.18604, -0.0180787, -0.468684, 0.431618
1.92334, 0.181152, -0.0127683, -0.463359, 0.443584
1.93653, 0.176333, -0.00729848, -0.458031, 0.455546
1.94971, 0.171583, -0.00166936, -0.452702, 0.467504
1.9629, 0.166902, 0.00411928, -0.447371, 0.479458
1.97609, 0.16229, 0.0100672, -0.442037, 0.491409
1.98928, 0.157747, 0.0161744, -0.436702, 0.503354
2.00246, 0.153273, 0.022441, -0.431364, 0.515296
2.01565, 0.148868, 0.0288671, -0.426023, 0.527232
2.02884, 0.144532, 0.0354524, -0.42068, 0.539164
2.04202, 0.140265, 0.042197, -0.415334, 0.55109
2.05521, 0.136067, 0.049101, -0.409986, 0.563011
2.0684, 0.131938, 0.0561643, -0.404635, 0.574927
2.08159, 0.127879, 0.0633869, -0.39928, 0.586836
2.09477, 0.123888, 0.0707687, -0.393922, 0.598739
2.10796, 0.119965, 0.0783099, -0.388561, 0.610636
2.12115, 0.116112, 0.0860103, -0.383197, 0.622526
2.13433, 0.112328, 0.09387, -0.377829, 0.634408
2.14752, 0.108613, 0.101889, -0.372457, 0.646283
2.16071, 0.104966, 0.110067, -0.36708, 0.65815
2.1739, 0.101389, 0.118405, -0.3617, 0.670008
2.18708, 0.0978797, 0.126901, -0.356315, 0.681857
2.20027, 0.0944396, 0.135557, -0.350925, 0.693696
2.21346, 0.0910682, 0.144372, -0.34553, 0.705526
2.22664, 0.0877655, 0.153346, -0.34013, 0.717345
2.23983, 0.0845316, 0.162479, -0.334725, 0.729152
2.25302, 0.0813662, 0.171771, -0.329313, 0.740947
2.26621, 0.0782694, 0.181223, -0.323895, 0.75273
2.27939, 0.0752412, 0.190833, -0.31847, 0.764499
2.29258, 0.0722815, 0.200603, -0.313039, 0.776253
2.30577, 0.0693904, 0.210531, -0.3076, 0.787992
2.31895, 0.0665674, 0.220618, -0.302153, 0.799713
2.33214, 0.0638129, 0.230864, -0.296697, 0.811418
2.34533, 0.0611268, 0.241269, -0.291232, 0.823103
2.35852, 0.0585087, 0.251833, -0.285758, 0.834767
2.3717, 0.0559588, 0.262556, -0.280273, 0.846409
2.38489, 0.0534769, 0.273437, -0.274777, 0.858028
2.39808, 0.051063, 0.284477, -0.26927, 0.86962
2.41126, 0.0487168, 0.295676, -0.263749, 0.881185
2.42445, 0.0464384, 0.307032, -0.258215, 0.89272
2.43764, 0.0442275, 0.318548, -0.252666, 0.904221
2.45083, 0.042084, 0.330221, -0.247101, 0.915687
2.46401, 0.0400078, 0.342053, -0.241518, 0.927114
2.4772, 0.0379987, 0.354043, -0.235918, 0.938497
2.49039, 0.0360564, 0.36619, -0.230296, 0.949835
2.50357, 0.0341807, 0.378495, -0.224653, 0.96112
2.51676, 0.0323714, 0.390958, -0.218985, 0.972348
2.52995, 0.0306281, 0.403578, -0.213292, 0.983514
2.54313, 0.0289506, 0.416355, -0.20757, 0.994609
2.55632, 0.0273384, 0.429289, -0.201816, 1.00563
2.56951, 0.025791, 0.442379, -0.196028, 1.01656
2.5827, 0.024308, 0.455625, -0.190201, 1.02739
2.59588, 0.0228887, 0.469026, -0.184333, 1.03811
2.60907, 0.0215325, 0.482582, -0.178419, 1.04871
2.62226, 0.0202386, 0.496293, -0.172453, 1.05917
2.63544, 0.019006, 0.510156, -0.16643, 1.06947
2.64863, 0.0178338, 0.524172, -0.160345, 1.07958
2.66182, 0.0167204, 0.53834, -0.154189, 1.08948
2.67501, 0.0156646, 0.552657, -0.147956, 1.09913
2.68819, 0.0146644, 0.567122, -0.141636, 1.1085
2.70138, 0.0137177, 0.581732, -0.13522, 1.11754
2.71457, 0.0128222, 0.596485, -0.128699, 1.12618
2.72775, 0.0119748, 0.611377, -0.122063, 1.13437
2.74094, 0.0111722, 0.626403, -0.115302, 1.14201
2.75413, 0.0104105, 0.641558, -0.10841, 1.14902
2.76732, 0.00968531, 0.656833, -0.101381, 1.15526
2.7805, 0.00899181, 0.672219, -0.0942194, 1.16062
2.79369, 0.00832495, 0.687704, -0.0869372, 1.16494
2.80688, 0.00768003, 0.703272, -0.0795615, 1.16806
2.82006, 0.00705293, 0.718903, -0.0721384, 1.16984
2.83325, 0.00644085, 0.734575, -0.0647345, 1.17013
2.84644, 0.00584358, 0.750261, -0.0574391, 1.16884
2.85963, 0.00526249, 0.765934, -0.0503542, 1.16596
2.87281, 0.00470138, 0.781566, -0.0435861, 1.1615
2.886, 0.00416547, 0.797128, -0.0372319, 1.15558
2.89919, 0.00365981, 0.812597, -0.0313678, 1.14835
2.91237, 0.00318852, 0.827952, -0.0260433, 1.13999
2.92556, 0.0027546, 0.843177, -0.0212818, 1.13068
2.93875, 0.00235894, 0.85826, -0.0170836, 1.12059
2.95194, 0.00200123, 0.87319, -0.0134329, 1.10988
2.96512, 0.00167945, 0.887961, -0.0103032, 1.09866
2.97831, 0.00139102, 0.902567, -0.00766164, 1.08706
2.9915, 0.00113255, 0.917005, -0.00547296, 1.07514
3.00468, 0.000900239, 0.931272, -0.00370193, 1.06297
3.01787, 0.000690579, 0.945367, -0.00231427, 1.05062
3.03106, 0.000499398, 0.959288, -0.00127846, 1.03811
3.04425, 0.000322968, 0.973034, -0.000564933, 1.02549
3.05743, 0.000157684, 0.986605, -0.000146806, 1.01278
3.07062, 8.9407e-08, 1, 1.78814e-07, 1
