mu_x,mu_y,mu_vx,mu_vy,var_x,var_y,var_vx,var_vy,mu_cost,avg_cost,baseline_error
1.9724227972366164,-2.4400207486947636,-0.598018234646754,0.8370344279533422,3.7955869695771587,0.39711745888692873,0.04894875418077518,0.0001086322419709543,2.4215427959207974,2.522942847506052,23.014712609897778
1.8058465519553175,-2.348536547968938,-1.0111093338634762,0.07220233148385474,4.138506091079506,0.020425118591601777,0.14406821475484632,0.25922174643470625,1.7033093924844254,2.4438146898932582,4.593132848497327
1.7199142018238824,-2.413395900116775,-1.359834464649127,-0.4881922776365679,4.295663599591378,0.03666500908417901,0.333049731105626,0.6537059158525976,1.750386889409151,2.9317435974762898,9.924989542415513
1.659895537530174,-2.387213454016142,-1.7168971450546646,-0.9669746139626624,4.157598464948679,0.06798510423963075,0.7097113595145617,0.9394479094754418,2.6859807150509902,3.4641600134915267,14.177484295905911
1.6145157796806313,-2.344351108093586,-2.038223265473378,-1.2546073340495576,4.181415116330674,0.043317926132841765,1.0157009072720304,1.097618695158871,3.392682830046427,4.098832994722431,11.481581427450212
1.5652401298743048,-2.2188567692718313,-2.2535747429165114,-1.5401533820229303,4.177665990972306,1.7984144040986826e-05,1.3965352854343738,1.163512348905734,3.955795404944249,4.537694238323878,6.369961745966063
1.5891705989740539,-2.3770719157746547,-2.521251897180112,-1.7193560573579139,3.632122365540516,0.01063735213112658,1.5767217755834915,1.289028188195177,4.53557398515932,5.241897623110195,1.7664976880536594
1.5695409317768905,-2.480396860411642,-2.7029220737509068,-1.8759567854354031,3.387608088585878,0.048677017123768165,1.7241493355719466,1.415148406851256,4.969009166302925,5.941699246061665,4.252891669595957
1.5534332190988347,-2.5718529845502283,-2.849415048108727,-2.0157114462765264,3.1697129141118525,0.10874304741312597,1.8514632376392404,1.5225203169132664,5.334947025911671,5.833884349827388,6.745151750775293
1.548365387465252,-2.6503179902303953,-2.953220881849374,-2.1477451707315254,3.0935392256617575,0.17399558177684873,2.021595401291748,1.5916270694597536,5.6314828776635855,6.138067838577838,8.097490650945742
1.5716171728068116,-2.7444814765248213,-3.0140142789961497,-2.2557952057363453,3.12503409029115,0.22906334287261956,2.154541654791774,1.6035564222919898,5.8424665687869535,6.437105253759771,8.08888048294292
1.6040040895511547,-2.8346668957822514,-3.0348479665119945,-2.3749902765698723,3.151160490822018,0.2924313347170383,2.418140112887571,1.5740842600460307,6.008094916868379,5.806340299988094,6.108768165210115
1.6289499284959987,-2.915594293448472,-3.031495296600484,-2.503436711755036,3.280557713922865,0.35399359659127233,2.7781276035152076,1.5161359071492342,6.151105114876394,6.936401603110987,5.297583611659119
1.64726242281959,-2.984191561183161,-3.0258238594289892,-2.6088825387056644,3.426456010083938,0.40652125670289724,3.0538330819075914,1.4801900974232707,6.271417800880918,6.592448077457245,2.8810392345136595
1.6601574279090334,-3.0482045674255542,-3.020094266377624,-2.696592391570401,3.533640510826735,0.46062748549492416,3.2683976678312923,1.457439262889465,6.3709376612039215,7.125609936113649,2.0084271723871407
1.6755918429092225,-3.1023376492149013,-3.002236378308344,-2.7775629283819248,3.622884736699081,0.5087594517228509,3.467297820265804,1.427081718994601,6.447760009523433,7.141064739494464,2.453095013494307
1.6826317739440875,-3.145949568481835,-2.9756094022825903,-2.848037556550394,3.7146022185009104,0.5463366818224367,3.6454739167794243,1.401144384915049,6.501726121979288,7.073398047696519,3.545395199174573
1.6810834679617963,-3.185898384011312,-2.946279564700415,-2.9066852978997053,3.7420672529994983,0.5822083220803396,3.779063386952883,1.3813438182665407,6.53783580016666,7.455541573747073,4.2042305795493675
1.6834367541628361,-3.220079489779182,-2.910278461213393,-2.9569331682485096,3.837131224154381,0.6115458394682114,3.8918572854573013,1.3649985939827456,6.556168406015635,7.906464342684816,4.315490446053706
1.6933074104631278,-3.250334453731114,-2.8690705052282666,-3.0024615119346443,3.956744705331548,0.639453253925276,3.987820747619157,1.3482240644200205,6.563112574897822,7.832956922344354,4.322981770541121
1.7051399345423657,-3.273801280039458,-2.83189607142112,-3.033899701098779,4.019555659536751,0.6629101310182184,4.013182793209764,1.3415689064363019,6.5591841593587565,7.518797718344513,4.092147062083861
1.7037291192627269,-3.296869727201617,-2.781197505948034,-3.0687280250115174,4.109786258217156,0.69089629283657,4.076886847799964,1.3204397077958387,6.542438792111425,7.984086651323362,3.0643450980739306
1.6922494818459959,-3.312310378514339,-2.7260365983554227,-3.1011710408584454,4.198210153159478,0.7126419095027657,4.0970522175635615,1.2959509619035192,6.517915955716044,7.599094000238088,2.9493627944453213
1.6815185518468758,-3.324045031659736,-2.6680885869793807,-3.1245786820282353,4.269203185512063,0.733593897522422,4.067300409689667,1.2746678094941517,6.480298400857109,6.906598079441292,2.3775701368223574
1.663540948255191,-3.3348423581299826,-2.617009386841736,-3.1341228620497046,4.300258248126889,0.7603933189703238,3.972516076934084,1.2662801013720544,6.430776556485854,7.040692571723344,2.390230842004507
1.6519935188220922,-3.3429131578670743,-2.569032218229141,-3.1302037357976475,4.307418759493759,0.7810634455265985,3.825418881592406,1.2697815444929945,6.367167969525019,7.437221499146861,2.487425414760867
1.6414892754692365,-3.3474679428673126,-2.5282637961262417,-3.111827021916142,4.277591165267287,0.7962772482264755,3.610077626889194,1.2897706962182336,6.292012221737234,7.115655966033097,2.2562354806432445
1.6252949269722383,-3.352931040191499,-2.489929528839013,-3.0879656589074758,4.235495932728056,0.8133444455662271,3.3883285034240482,1.3157735590936297,6.211777310424189,7.166832843934763,2.6840129436681384
1.6120257905239679,-3.3539168175255,-2.447664038180382,-3.061512737660063,4.202831952586643,0.8192614937669013,3.172867559625266,1.3384859428696052,6.124122058648466,7.280712670132141,3.0586264021698555
1.5935246665493248,-3.3487520292310293,-2.4073055343935095,-3.024371865289428,4.13982645419138,0.8216328742696805,2.9246463493325505,1.3656079759193804,6.020157930240865,6.570348244117299,2.5156476628707187
1.5717269701712826,-3.3411562438501123,-2.37725787527131,-2.9744817279064835,4.061535805990098,0.820092925897554,2.624073337637091,1.4095182947350484,5.911590809888497,6.413092785206937,2.23147214302022
1.5409992371014376,-3.3321748909605144,-2.3500549625908183,-2.91989684388029,3.9834150677666385,0.8160874399678089,2.3333427695345765,1.4607102178507252,5.800523788738543,6.261277858021508,1.839027916850113
1.511200248423859,-3.318063353109857,-2.3235138402777435,-2.862129805867682,3.8952362935662603,0.8042158296128447,2.0558555716668807,1.5182615051046444,5.685012499503989,6.561004285544228,1.9575684783800613
1.4804633573774648,-3.3034546849517312,-2.292480721491005,-2.8052130484346183,3.8145207273465824,0.7909785950950163,1.8060773973912725,1.5698093783474865,5.564342684814095,6.282033054243883,1.8591711281298364
1.4504283742942934,-3.290201505472165,-2.261362011412658,-2.7452103849193383,3.7181447361197515,0.7821137080949958,1.5785433236479582,1.6248929125899285,5.440419030990834,6.098182361811041,1.7583449530584463
1.4287567650110062,-3.2748010441699975,-2.2222953151966656,-2.68946718063335,3.638808947557468,0.7705738999431642,1.3899375048034182,1.670156860022985,5.31375739057974,6.073261981667398,1.7931749117513351
1.4064104454053192,-3.256696017600021,-2.1792520350897298,-2.636631336983806,3.565103383256263,0.7536452083858084,1.2255902950717945,1.708477217445976,5.187810007539384,5.4926283520495245,2.1415276886155095
1.3765002738335366,-3.234935374426314,-2.129482048718166,-2.5873011191210513,3.494837532440709,0.7317952294084651,1.0800655602834028,1.7396219694865653,5.056148565533114,5.661013336772351,2.1994394766603476
1.3499886719573067,-3.2135494086977934,-2.074592887356295,-2.537618886146804,3.418017626822523,0.7082284509292142,0.9478802876807318,1.7681163887243485,4.92099519860323,5.23945396611246,2.172428241286527
1.3216962940966823,-3.1932230314457146,-2.0314402427700666,-2.4795241481569237,3.3102332206224188,0.6903711765272574,0.8038813321309801,1.8130149248369993,4.7856037458831,5.573609023451452,1.9865378791874382
